broccoli.jpg	food
pizza.jpg	food
pizza2.jpg	food
teddy2.jpg	toy
teddy3.jpg	toy
teddy4.jpg	toy
toaster.jpg	appliance
toaster2.png	appliance

f3857df0-5894-49b4-9e99-7fb9d255234a.jpeg	food
77a2a1f0-a8b3-44b9-a4e2-43aafec052b8.png	food
human1.jpg	human
human2.jpg	human
human3.jpg	human
04c0fc1e-54df-418d-afc9-2631dce5d0e2.jpeg	human
3a4ff247-a0f1-4ef6-b4a8-92f811d784b7.jpeg	human
5797652c-25b9-489a-8bb2-a80c335c3b1e.jpeg	human
fe24b966-0d1a-43cf-866d-2b4b48e1377d.jpeg	human
fc2f9a1b-4069-40df-b520-8e48565e7921.jpeg	food
e50382fc-f863-40a4-a213-3619540df16e.jpeg	food
118a93b8-3c17-4f01-b49f-0ba51bb2fd69.jpeg	food
